base,ligand,solvent,concentration,temperature,PC1,PC2,PC3,PC4,yield,cost,priority
CsOAc,PPh2Me,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PPh2Me,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,PCy3 HBF4,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,P(fur)3,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,JackiePhos,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,GorlosPhos HBF4,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,CgMe-PPh,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.1,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.1,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.1,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.1,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.1,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.153,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.1,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.057,120,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.153,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.1,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.1,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.057,120,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
